batter,family,pitches,whiff,slg,xwoba
606466,Offspeed,493,0.3276595744680851,0.26956521739130435,0.26497899999999996
606992,Breaking,119,0.5454545454545454,0.06451612903225806,0.13376666666666667
606992,Fastball,180,0.25842696629213485,0.7105263157894737,0.38959960465116283
607043,Breaking,611,0.2533783783783784,0.48484848484848486,0.3978657285714286
607043,Fastball,1229,0.1904,0.4095940959409594,0.35278987878787876
607043,Offspeed,248,0.2537313432835821,0.3974358974358974,0.3301797105263158
607208,Breaking,778,0.3524804177545692,0.3333333333333333,0.24510151010101006
607208,Fastball,1104,0.19405594405594406,0.43333333333333335,0.3404232430555555
607208,Offspeed,242,0.373015873015873,0.3492063492063492,0.2717795
608070,Breaking,464,0.17647058823529413,0.34065934065934067,0.3552018454545455
608070,Fastball,887,0.13658536585365855,0.47191011235955055,0.36086202577319587
608070,Offspeed,379,0.1839080459770115,0.34782608695652173,0.32314229896907215
608324,Breaking,859,0.26578073089701,0.44871794871794873,0.2770237085714286
608324,Fastball,1242,0.0831858407079646,0.4276315789473684,0.3304239122807018
608324,Offspeed,203,0.23809523809523808,0.37209302325581395,0.33668895918367353
608348,Breaking,454,0.30097087378640774,0.33653846153846156,0.2490658727272727
608348,Fastball,777,0.10030395136778116,0.423728813559322,0.3562880207253886
608348,Offspeed,132,0.3582089552238806,0.4074074074074074,0.2443092142857143
608369,Breaking,380,0.42162162162162165,0.36585365853658536,0.2727627356321839
608369,Fastball,552,0.2913907284768212,0.43283582089552236,0.3568690273972603
608369,Offspeed,195,0.3541666666666667,0.44680851063829785,0.40321654
608701,Breaking,170,0.40625,0.21212121212121213,0.17895020000000003
608701,Fastball,329,0.24528301886792453,0.2631578947368421,0.29316536986301367
608701,Offspeed,85,0.3055555555555556,0.2222222222222222,0.2448143333333333
608841,Fastball,49,0.17857142857142858,0.3125,0.3870999375
609280,Breaking,380,0.26256983240223464,0.38823529411764707,0.2624088375
609280,Fastball,480,0.11678832116788321,0.38345864661654133,0.33557945588235294
609280,Offspeed,130,0.275,0.4864864864864865,0.2320491666666667
620443,Breaking,294,0.3582089552238806,0.2876712328767123,0.1996665
620443,Fastball,546,0.14396887159533073,0.46846846846846846,0.36565183870967743
620443,Offspeed,88,0.13333333333333333,0.3870967741935484,0.2573793103448276
621020,Breaking,740,0.3523809523809524,0.26666666666666666,0.2343091048951049
621020,Fastball,871,0.25,0.4824561403508772,0.35705198031496066
621020,Offspeed,222,0.4144144144144144,0.3018867924528302,0.2611059245283019
621043,Breaking,211,0.29896907216494845,0.4772727272727273,0.3537541063829788
621043,Fastball,349,0.15333333333333332,0.410958904109589,0.3838021585365854
621043,Offspeed,64,0.3870967741935484,0.18181818181818182,0.2597117272727273
621438,Breaking,249,0.23423423423423423,0.3333333333333333,0.23740816326530617
621438,Fastball,416,0.18719211822660098,0.49504950495049505,0.32596825
621438,Offspeed,74,0.35294117647058826,0.6363636363636364,0.3788181818181818
621439,Breaking,475,0.35772357723577236,0.45454545454545453,0.28258415833333334
621439,Fastball,735,0.2594458438287154,0.6482412060301508,0.39565270616113746
621439,Offspeed,251,0.384,0.2653061224489796,0.2829993333333333
621493,Breaking,710,0.26126126126126126,0.19047619047619047,0.27175846000000003
621493,Fastball,1368,0.16494845360824742,0.40213523131672596,0.38006504927536233
621493,Offspeed,210,0.18292682926829268,0.30434782608695654,0.2553757021276596
621550,Breaking,44,0.6,0.3333333333333333,0.3189090909090909
621550,Fastball,119,0.3142857142857143,0.07142857142857142,0.2187634814814815
621566,Breaking,765,0.2861356932153392,0.45180722891566266,0.30297301162790696
621566,Fastball,1370,0.22615384615384615,0.6041666666666666,0.39949528301886794
621566,Offspeed,327,0.26618705035971224,0.5254237288135594,0.3069360819672131
622268,Breaking,197,0.34177215189873417,0.3,0.23440105
622268,Fastball,349,0.1507537688442211,0.5294117647058824,0.35236117894736846
622268,Offspeed,141,0.3333333333333333,0.25,0.29270416129032256
